0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
4, 5, 0, -1, -1, -1, 0, 0, 0
3, 6, 0, -1, -1, -1, 0, 0, 0
6, 7, 0, -1, 7, 3, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
3, 5, 1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
3, 8, 1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
3, 4, 2, -1, -1, -1, 0, 0, 0
5, 5, 2, 5, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
3, 8, 2, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
2, 1, 3, -1, -1, -1, 0, 0, 0
3, 2, 3, -1, -1, -1, 0, 0, 0
3, 3, 3, -1, -1, -1, 0, 0, 0
3, 4, 3, -1, -1, -1, 0, 0, 0
4, 5, 3, -1, -1, -1, 0, 0, 0
3, 6, 3, -1, -1, -1, 0, 0, 0
5, 7, 3, 10, -1, -1, 0, 0, 0
3, 8, 3, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
3, 2, 4, -1, -1, -1, 0, 0, 0
5, 3, 4, 5, -1, -1, 0, 0, 0
6, 4, 4, -1, 2, 6, 0, 0, 0
3, 5, 4, -1, -1, -1, 0, 0, 0
6, 6, 4, -1, 5, 5, 0, 0, 0
3, 7, 4, -1, -1, -1, 0, 0, 0
3, 8, 4, -1, -1, -1, 0, 0, 0
1, 9, 4, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
3, 2, 5, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
5, 5, 5, 5, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
3, 2, 6, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, 4, 6, -1, -1, -1, 0, 0, 0
3, 5, 6, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
6, 3, 7, -1, 3, 4, 0, 0, 0
3, 4, 7, -1, -1, -1, 0, 0, 0
4, 5, 7, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
