0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
5, 2, 2, 5, -1, -1, 0, 0, 0
3, 3, 2, -1, -1, -1, 0, 0, 0
5, 4, 2, 5, -1, -1, 0, 0, 0
3, 5, 2, -1, -1, -1, 0, 0, 0
5, 6, 2, 5, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
1, 1, 3, -1, -1, -1, 0, 0, 0
3, 2, 3, -1, -1, -1, 0, 0, 0
3, 3, 3, -1, -1, -1, 0, 0, 0
3, 4, 3, -1, -1, -1, 0, 0, 0
3, 5, 3, -1, -1, -1, 0, 0, 0
3, 6, 3, -1, -1, -1, 0, 0, 0
3, 7, 3, -1, -1, -1, 0, 0, 0
2, 8, 3, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
4, 3, 4, -1, -1, -1, 0, 0, 0
3, 4, 4, -1, -1, -1, 0, 0, 0
4, 5, 4, -1, -1, -1, 0, 0, 0
3, 6, 4, -1, -1, -1, 0, 0, 0
4, 7, 4, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
0, -1, -1, -1, -1, -1, 0, 0, 0
